 Destination Port, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size,Fwd Header Length.1, Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk, Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes, Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min, Label
8080,5157.61166630119,3659.78982719031,4657.50863099769,6396.4051218205,4374.54355303162,4349.5716398975865,7187.090821876449,5311.752826992928,5086.510662297022,4677.793376724646,6207.911055191431,4974.880876338482,5347.022707195112,5088.441447499746,5353.392346751056,5291.681904758331,3875.392883498527,3795.843422656765,6075.864316874298,4436.346016286172,4088.5414781306517,6083.57977378055,3838.7961544311916,5828.655639519056,6339.2607350543985,4938.642747005776,4530.861565873568,6294.176223161619,4858.705835323438,1,3,0,2,4757.0247255118165,5458.406703914243,4534.4523592538135,7042.635486036454,4228.979362011327,4868.026601965659,6191.953822008065,3317.6884105826766,6094.958167089079,4,7,9,6,5,5,0,6,0.1520929261825461,4627.680346283301,6600.088304786107,5881.916528599989,4114.703330353732,5049.1827508221095,5118.6154549739185,4981.688937671785,5982.254245014297,5674.116164043302,7156.7898961061055,5441.009354076832,5167.078794479526,5141.23467254485,4489.628757191834,4601.5369886851795,6162.796463103612,5805.262915995384,5221.441967470626,3733.2701801708895,4267.923595135778,4570.525101977651,4954.141063745451,5164.932598596555,3479.091588401076,2906.261926855497,4498.66377657961,DDoS
445,4424.659253190104,4886.671150766741,6158.86643192789,4619.4813323364315,4861.717739020463,5360.20206122337,4308.5715728345685,5738.670156423259,4712.087536486315,4967.331934736297,4840.216770958259,6299.751677510699,6275.150202550976,5632.56660343052,4704.279253252143,4331.8023505602705,7015.109049630233,6078.7545054569455,3370.85408002431,6536.385618893787,6367.7361970550055,5055.182271066333,5711.0178149522435,4211.089329914023,5009.6740310786245,5417.2856054302565,6861.463674161712,5837.715158913476,4765.506313648702,1,9,6,4,5034.993993971012,4611.595740920968,5006.090157662567,5817.350781682719,5301.434379237438,5548.1894611306425,4715.693656502352,6438.610082347488,7403.204494555217,9,4,6,8,3,8,2,3,0.6678446662388487,6371.729610385493,3789.6188041703317,5687.431592858175,6016.268912143847,5418.832596479139,4500.137891113674,6038.476618144159,5002.080153066947,4830.412886409424,4491.259705410696,4963.300897892603,4840.769063404383,4939.52896154367,3952.717368290059,5875.68484573913,4965.143473286385,4820.7315253646075,6001.878245786957,6084.651132582893,6257.021086928284,5328.000217210355,3640.025147558127,6566.492088507135,5789.584394527071,3760.245804074577,5892.685562457147,BENIGN
80,5007.416673083556,3542.461167739193,5598.591762194468,5550.71022936679,3999.296648517177,4804.750025341753,5827.930259933602,6599.054006250315,4531.606834338351,6615.303765346976,4049.8264252855934,5376.468214659981,3514.957792490043,4532.44952142254,4812.729125152069,6312.260792467763,4661.168323308469,4971.269447438816,4964.756096493965,5992.60432892483,5578.052480927474,6330.985457658061,6148.595198478346,5179.296157521973,7064.543984196964,4594.821689648201,4335.354151694471,5578.623773033687,4449.478681413664,0,9,5,6,4176.987669825872,5437.767224594189,3878.1585641520014,4570.510028377448,6104.523923844242,5216.899620725399,6068.62841710559,5346.827951348305,5608.073284538069,7,1,4,4,9,8,5,6,0.4168608157818443,5054.348114232035,5147.937427662408,3370.055230376796,4268.883703547872,4846.714476731822,5791.131705844993,6674.872646135304,2525.0355964112946,4929.089603330651,4023.0872503715213,3888.0037666619896,4293.355321355085,4148.535833441611,4448.648637085908,4817.053340519717,5027.263736495966,5099.38443385172,4610.437548411563,5236.183643818127,5519.581352827922,4598.140758638463,4059.4876925484477,5582.6530961584085,3897.7959248732286,6235.410560423275,5309.561273500849,BENIGN
21,5008.588736010248,6966.952148827435,4512.444821009856,5878.037983998806,4033.2524832570243,5794.986702559711,4043.8998190713573,3817.3562379822442,4929.253171230331,6757.276045609431,4148.280915667167,5326.088284898807,6151.333611662303,5867.459269101282,3331.754247543287,4661.317513452066,5208.861402563086,4232.044908230322,5281.245403548766,5164.30074938289,4445.245290794751,4977.425405533168,5544.610159892691,2480.46435801709,5529.283208983117,5833.657813173093,5257.8699075645,5055.15059175861,4877.437544278244,5,8,4,2,5545.369847121174,4502.74254270761,5468.577814747929,3142.277811178102,5958.495161152112,4581.742706416951,5620.207049828722,4517.803397597225,6005.928799584271,6,0,1,1,9,4,9,6,0.35767141944851377,4960.948333389394,4519.19959288195,5326.937289744356,3859.7428741182894,5632.458630302683,4412.873418121668,6173.65160158653,3917.5762379682233,4073.8999447507294,3317.335846002752,4881.128902402805,4326.139616838411,4643.484465208823,6271.154836103269,4589.956463428407,3843.9270205694293,5251.079765097246,4050.442871689599,7595.404738478497,4559.194096872786,5735.309303194242,5439.01778569367,5704.3757460914185,4309.18600777701,4762.2606714170515,4761.55265344022,BENIGN
3389,5532.273538103016,3627.1202770610944,4487.497312019627,4429.259549419751,5681.106168237381,5615.21218295162,5628.70668001711,4330.9303165251085,4497.017419312225,5852.576946575172,5121.022088468462,5578.699876151006,5179.323368602365,4521.043592234056,4744.708020681915,6096.411441076918,4482.744253283225,5334.560019437684,6463.853982995501,5241.008434886794,4685.867276326696,2367.060689860807,5323.192406857056,4887.171060607662,5367.01485420583,6185.949593310013,5672.041324141861,3630.8235302848097,5666.756063876868,3,0,8,2,4999.686808809858,5497.026091979328,4584.648485156829,4935.354459373173,5589.400183179706,2162.4187607276285,5205.776934573034,4395.800195045819,3199.4028998375343,2,7,1,9,8,5,1,3,0.4522196954871427,5053.133239150227,4224.072858287349,4524.71873407218,2942.2346971599013,6492.531065687518,4445.708038601071,5003.643843910438,5008.344717646582,2855.7573585665596,5107.133496934912,5976.819448092731,3290.527550255423,5407.600449064898,3650.4750750216476,4941.1992361735,4115.78942399152,5012.144801104693,4762.2773825045215,3884.5593745431443,5341.973668497154,4927.835891218068,4591.188777429156,7136.275899186749,4945.727205440474,5549.149822694746,4546.030145879815,BENIGN
443,5436.114308230832,5120.361604636786,5149.801678384786,3760.4057738394577,5447.120619330335,4826.560280028666,5427.93614659281,5428.7777336993995,4933.240552420379,5703.399586112304,3688.5773677275374,7151.138722951473,4136.994162759849,5421.278474177738,5387.109750789604,4554.255699142418,5978.099218595691,4369.037419408696,5289.815137772891,5932.603435385484,4271.074917552444,4295.484009512345,3924.8884441776745,3595.008617463701,5521.6493836202535,4905.974688026887,3758.534285402421,5146.612766835682,8321.014246871067,8,2,8,1,6019.799846525273,4463.866556465434,4785.39143843023,5283.726873060811,4818.105277863989,4442.937583023652,6935.967541019721,4868.564525284673,4984.419717339286,3,3,3,4,5,8,1,2,0.07652607317402327,6107.720513001999,3243.0243313226742,4060.3082846939974,6085.187190816592,5177.420511651024,3011.9587990419463,5765.351831974982,5950.660858188687,4192.0647045321875,3010.998498155059,5296.212687869691,6366.161073817677,4665.791713229562,5620.271184110204,4319.861427418711,4201.39322674863,4853.973749275602,4160.493527778335,3479.9294739195257,4986.004938822211,5373.59637921284,5433.182193143986,6318.784151459766,4932.064326293415,4228.653172991451,5659.863326359998,BENIGN
3389,5170.39397006415,3706.362485342468,3767.0788590496177,6448.3319390908455,3730.1045429921032,5207.017319405585,5373.696479742162,4573.937236859042,4650.92395060698,3832.1797056702662,3938.840718558428,6025.352757559435,4864.578125121575,5218.489330009938,5347.467661552698,5415.296079971585,4086.7039182227604,4443.30832578723,5480.996668578942,4302.292937824401,3891.3753880652894,2371.6802789651083,3056.7717958020794,3777.8105592647585,4750.1190765705815,4800.072619035656,4674.927748527562,4242.211011311706,4666.15323394184,4,4,3,4,6928.206888901848,4788.361953978918,3979.883890382933,3300.785496295658,6025.023824921638,5930.425342014433,3734.574865491163,4862.749548170028,5294.0334366193965,1,6,4,8,4,1,0,9,0.779864258531497,5703.991642491201,4628.096021208827,5530.084834297755,6815.5260251524705,5062.191389897141,6409.8523261506325,5862.545885744224,2858.556156519699,5964.701253126484,5855.613902225961,5722.999927360605,4655.7849818324175,5836.584513486699,5610.564826363317,5773.458091949717,3291.0064467706907,3905.144759772835,3718.7644423388774,6090.363394655562,5199.249388170826,7219.416855124402,4295.019871903342,5131.95549788644,3947.8821284036453,7486.523882168999,3466.5669336977107,BENIGN
3389,5161.258211921613,4199.708113917739,3461.533937262955,5715.06312810943,5635.33217848465,4267.614121034138,7190.430648221177,4004.922775184738,4094.083240920255,6519.287565234354,5936.076468029739,6412.226655399427,4790.329892410032,4992.041885514379,7287.318709787735,4312.365327335332,4205.025175976357,4707.41199183163,7100.220409446374,4226.129248456358,6804.998625037606,5817.311846560364,5296.317119279059,5655.595377378398,4761.068462847199,4625.343706612907,4536.561630148211,7703.6121610699665,6971.912671666305,8,9,1,4,4200.074163561876,3267.2156604622646,5857.057313755348,4073.297793806102,4401.881910750619,5149.241755480296,3852.814444563108,5360.856722730413,4531.23815207187,9,7,5,2,6,4,7,8,0.5584949668730246,5482.0627503322685,6088.241821636298,4606.150852521271,6564.450616061544,5662.49297134572,5004.560026374408,5423.029045417452,7232.064199169102,5296.595567652191,5214.212692669337,5774.97199374503,5245.382880261161,4628.982712181884,4596.9411849888465,4959.1084384660535,4642.030972548176,6261.769121987116,5961.721154721096,5885.671837608974,4975.174822817461,4650.1442121792825,5081.666227055836,5484.938900142867,4940.36313041226,4804.30177202048,3720.5033376392735,BENIGN
21,6495.550763042188,4847.143902555906,6054.629266855989,4031.000370688488,4418.94499643456,8296.112783428733,4317.576105383423,6043.769372858131,4378.7363311624595,3976.575523801399,3947.561144838842,5181.691933146465,4566.324698908817,5861.393651945663,3574.1809336253873,5578.947716933744,2220.2577313820557,6120.661779930478,4929.8713467546495,6448.500450850735,6737.851750200901,6428.6857131365105,4884.549965661305,4963.755433697188,5285.678722427071,6742.918386984101,4973.9409709658385,5293.447245319636,4759.288775603217,9,6,7,2,6693.024546971015,5409.4596276351685,6464.020017965258,5790.684886263315,4596.465716489939,5157.975152013516,4773.701154068989,5898.460100346081,3431.7623038609313,0,1,2,2,4,9,9,9,0.08759889764904494,4014.400759561939,5114.286670543809,6433.703619719873,4115.527438151333,4283.506419286853,4799.576822491413,5406.631554342625,4707.278685488568,6187.043522797176,5009.0389779788975,3456.1164508739166,5400.822122135445,6343.817633148448,6641.144953095031,3758.5006779104415,7400.964639522479,6185.778678559264,5217.146333671097,4805.361509424455,4683.840334901307,4221.743423473146,7750.70048773621,6714.622947486968,4837.917207293983,5789.8365433506815,6512.55540824407,BENIGN
21,6228.061695949266,7065.666526002093,5993.122264477468,4346.75500355103,4620.887250699457,5523.23592134509,6509.618920645179,4153.323460219739,4608.440545841614,5011.322398813261,5625.174050986842,4524.916117360511,3336.354261628876,6541.088639711091,5181.686804000081,4206.946715007814,2359.9901879107574,6748.431459506796,4982.754380926935,4041.619444228479,3570.837078519582,4494.138922228097,3715.9820163234644,5242.917289316682,3199.674595813853,4335.453395661704,4344.0562826917785,5196.520865759747,4486.674564557824,4,8,8,4,5607.641467369892,1888.2558569507273,5404.071452178524,6417.844496171139,3855.1974010178656,6256.256840681113,5260.776004154914,5488.512681811129,4181.076282858062,0,7,1,9,4,7,6,1,0.35200431945372657,3962.872331806425,4824.8569024176895,4557.396841911074,4032.3250969839214,4526.64786615253,3260.005657283369,8095.849812090763,3784.8587853576723,4057.0014067255793,5521.184225715917,4845.436824631059,5639.914831306135,5952.6953609401435,4626.128810501705,3738.878365002758,5116.365526211676,5172.427319034477,5373.52246238062,5431.117897748224,4928.519490641757,5681.771621432677,6231.541357818921,4622.869690232844,5098.261790700401,4672.880305327216,5550.038283799489,BENIGN
8080,5511.984329174432,6450.460462889129,4607.582118538342,3819.1666139675517,4808.891359601829,5503.067359310675,4807.689657818767,4259.877131215199,4816.105320742518,5285.69909420112,5472.170286753459,5706.539617800461,5677.277826459597,4157.825471945064,5376.096537334073,5830.550383347898,4319.193866200905,6965.741011625569,4325.297292091492,3696.539741284103,6832.791782533242,6571.914375766156,5855.001207967034,5385.40532612651,4802.100365271848,3984.9982985287747,5325.545810559035,3497.0278294528252,6332.5659200650825,5,6,4,7,5072.570622222161,3875.394240468207,6314.4478868386295,6121.938390012485,5814.627164244224,4462.988292111371,5511.502442745793,3994.083348261541,5906.261356900287,2,6,9,2,7,4,7,5,0.17768902826416288,4760.346366088183,5781.411246163683,4636.060592837576,5117.755311025624,5496.485653221061,4712.263368110195,3931.242517424047,5222.663944732319,3685.1836507017197,3685.634026923896,5754.678789073244,4279.884112840548,5155.686780171411,5125.18775745272,6647.262399302943,5107.921141819067,4462.488593047815,6410.801710230596,4895.237609712622,4823.743509259097,4136.4931489885685,3726.3315127877318,4851.469174054083,5818.128949300856,4071.898440838412,3723.4483700876804,PortScan
